Final Coding,Word_count with stopwords,Review_length,NN,NNP,JJ,VB,RB,negative,neutral,positive,Tone_code,Review_Text
0.0,3.0,14.0,8.0,1.0,2.0,0.0,0.0,0.0,0.105,0.895,5,amazing! so great
0.0,1.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,beautiful
0.0,2.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.256,0.7440000000000001,5,good app
0.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.308,0.6920000000000001,5,i love it!
0.0,3.0,9.0,6.0,1.0,2.0,1.0,0.0,0.0,0.341,0.659,5,so much fun!
0.0,3.0,9.0,6.0,1.0,2.0,1.0,0.0,0.0,0.341,0.659,5,so much fun!
0.0,3.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.345,0.655,5,it was amazing
0.0,2.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.233,0.767,3,very cute
0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.263,0.737,5,nice app
0.0,5.0,15.0,12.0,0.0,2.0,0.0,0.0,0.0,0.28300000000000003,0.7170000000000001,5,lmao this is gr8 yo
0.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.23800000000000002,0.762,5,very good
0.0,3.0,13.0,6.0,1.0,1.0,0.0,1.0,0.0,0.358,0.642,1,really neat app!
0.0,1.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5,excelent!
0.0,3.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.308,0.6920000000000001,5,i love this!
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,3.0,9.0,6.0,1.0,2.0,1.0,0.0,0.0,0.341,0.659,5,so much fun!
0.0,3.0,8.0,5.0,2.0,3.0,0.0,0.0,0.0,0.377,0.623,5,fun to use
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,2.0,12.0,7.0,0.0,1.0,1.0,0.0,0.0,0.20800000000000002,0.792,5,too brilliant
0.0,3.0,12.0,9.0,2.0,1.0,0.0,0.0,0.0,0.136,0.8640000000000001,5,very nice cute
0.0,3.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,0.359,0.6409999999999999,5,so much fun
0.0,3.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.385,0.615,5,i enjoy them
0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.33899999999999997,0.6609999999999999,5,i loved it
0.0,2.0,7.0,4.0,0.0,2.0,1.0,0.0,0.0,0.23800000000000002,0.762,5,so funny
0.0,3.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,0.358,0.642,5,lots of fun!
0.0,3.0,9.0,6.0,1.0,2.0,1.0,0.0,0.0,0.341,0.659,5,so much fun!
0.0,3.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,my own me
0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.196,0.804,5,great app
0.0,4.0,11.0,7.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0,got to have it
0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.196,0.804,5,great app
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,great
0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,yay
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,grate
0.0,3.0,12.0,10.0,2.0,1.0,0.0,0.0,0.0,0.444,0.556,3,like very much
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,great
0.0,5.0,15.0,11.0,2.0,2.0,0.0,0.0,0.0,0.615,0.385,3,i like it very much
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,3.0,10.0,6.0,0.0,2.0,0.0,0.0,0.0,0.408,0.5920000000000001,5,i did thanks
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing!
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,great
0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.0,0.345,0.655,5,amazing for roleplays
0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,lol
0.0,1.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,awesomeness!!!
0.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.196,0.804,5,great game
0.0,3.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,best app ever
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing
0.0,3.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,0.32799999999999996,0.672,5,this is awesome.
0.0,1.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,legendary
0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,awsome.............
0.0,5.0,15.0,10.0,1.0,3.0,0.0,0.0,0.0,0.509,0.491,5,this app is so cute
0.0,2.0,11.0,8.0,0.0,1.0,1.0,0.0,0.0,0.345,0.655,5,worth buying
0.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,magical
0.0,2.0,11.0,8.0,0.0,1.0,1.0,0.0,0.0,0.345,0.655,5,worth buying
0.0,2.0,18.0,13.0,1.0,3.0,0.0,0.0,0.0,0.257,0.743,5,absolutely stunning
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing
0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,fun
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,2.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,vr ride
0.0,3.0,20.0,13.0,0.0,3.0,0.0,0.0,0.615,0.385,0.0,4,scary. very atmospheric.
0.0,1.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,speechless
0.0,2.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,as described
0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,fun!
0.0,2.0,17.0,9.0,0.0,4.0,1.0,0.0,0.0,0.204,0.7959999999999999,5,fantastic eerience!
0.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.182,0.818,0,the best!
0.0,2.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.244,0.7559999999999999,3,very nice.....
0.0,2.0,10.0,5.0,1.0,2.0,0.0,0.0,0.0,0.257,0.743,5,really cool!
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,3.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,just get it.
0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,good
0.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,awesome!
0.0,3.0,10.0,6.0,1.0,3.0,0.0,0.0,0.0,0.139,0.861,5,fun and good
0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,cool
0.0,3.0,18.0,14.0,2.0,1.0,0.0,0.0,0.0,0.385,0.615,5,really good eerience.
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.278,0.722,0,so cool
0.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,excellent
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing
0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,fun
0.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.182,0.818,0,the best!
0.0,3.0,9.0,5.0,0.0,2.0,0.0,0.0,0.701,0.299,0.0,0,imma kill u
0.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,0.778,0.222,0.0,6,non bad
0.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,5 stars
0.0,2.0,17.0,14.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0,sooooooo! goooooood!
0.0,3.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.39299999999999996,0.607,3,its very nice
0.0,3.0,13.0,8.0,2.0,2.0,0.0,0.0,0.449,0.11199999999999999,0.43799999999999994,0,ur super racist
0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,mncp
0.0,1.0,20.0,14.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0,goooooooiooddddddddd
0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.263,0.737,5,nice app
0.0,2.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,v.v.v. guuu
0.0,2.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.263,0.737,0,helpful app
0.0,3.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.32799999999999996,0.672,5,"great game ,s"
0.0,3.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,its my life
0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,please
0.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0,0.767,0.233,0.0,6,sick app
0.0,2.0,12.0,7.0,1.0,2.0,0.0,0.0,0.0,0.213,0.787,5,excellent app
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing
0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,idk
0.0,2.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.263,0.737,0,very2 nice
0.0,3.0,16.0,12.0,1.0,1.0,0.0,0.0,0.0,0.39299999999999996,0.607,1,really helpful app
0.0,3.0,9.0,5.0,2.0,2.0,0.0,0.0,0.0,0.377,0.623,5,fun to have
0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,fire
0.0,2.0,12.0,5.0,0.0,2.0,1.0,0.0,0.0,0.217,0.7829999999999999,5,fantastic app
0.0,3.0,16.0,14.0,1.0,1.0,0.0,0.0,0.0,0.308,0.6920000000000001,5,best app ferrrsure!
0.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,awesome!
0.0,3.0,19.0,13.0,2.0,1.0,0.0,0.0,0.0,0.156,0.8440000000000001,5,cool simple effective
0.0,2.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,so cooooool
0.0,4.0,13.0,8.0,1.0,1.0,1.0,0.0,0.363,0.22,0.418,0,wow this is sick
0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,fun!
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,2.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.204,0.7959999999999999,5,loved it
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,yea
0.0,4.0,13.0,10.0,1.0,1.0,0.0,0.0,0.0,0.508,0.49200000000000005,5,dis game is good
0.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,brandon
0.0,4.0,10.0,6.0,1.0,2.0,0.0,0.0,0.0,0.501,0.499,0,it is so cool
0.0,2.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.204,0.7959999999999999,5,loved it
0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,alisha
0.0,3.0,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.32299999999999995,0.677,5,i love you
0.0,3.0,9.0,6.0,0.0,2.0,1.0,0.0,0.0,0.125,0.875,5,love it lol
0.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.649,0.35100000000000003,0.0,6,i hate it
0.0,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.312,0.688,0,oh yeah
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,amazing
0.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.312,0.688,0,its ok
0.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love ot
0.0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.444,0.556,5,i like it
0.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love this
0.0,3.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,best game ever
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11
0.0,3.0,13.0,9.0,1.0,1.0,0.0,0.0,0.0,0.32799999999999996,0.672,5,it worked great
0.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.32799999999999996,0.672,5,it is awesome
0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,hi hbh
0.0,3.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.33899999999999997,0.6609999999999999,5,i loved it.
0.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.7140000000000001,5,like it
0.0,2.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.256,0.7440000000000001,5,it's good
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.182,0.818,5,love it!
0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,its awsome
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,1.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,shugnang
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,lo
0.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.32799999999999996,0.672,5,it is awesome
0.0,3.0,8.0,7.0,1.0,2.0,0.0,0.0,0.0,0.526,0.474,0,on the top
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.33899999999999997,0.6609999999999999,5,i loved it
0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,lol
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,love
0.0,2.0,10.0,8.0,1.0,2.0,0.0,0.0,0.0,0.23800000000000002,0.762,3,very useful
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,great
0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,fun
0.0,2.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5,good fun
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,boo
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,issac
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,good
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,great
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,jr
0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,fredy
0.0,3.0,11.0,9.0,1.0,1.0,1.0,0.0,0.0,0.47100000000000003,0.529,0,"good, but slow!"
0.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,0.32799999999999996,0.672,5,it looks great
0.0,3.0,9.0,6.0,1.0,1.0,0.0,0.0,0.0,0.465,0.535,5,jay is cool
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,hi
0.0,2.0,14.0,7.0,0.0,2.0,1.0,0.0,0.0,0.152,0.848,5,totally awesome!!!!
0.0,2.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,0.256,0.7440000000000001,5,good game
0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28300000000000003,0.7170000000000001,5,i loved it!!!!!!
0.0,2.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.303,0.6970000000000001,0,it's cool
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,3.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.32299999999999995,0.677,0,it the best
0.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.23800000000000002,0.762,5,very good
0.0,3.0,25.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,awsome registered trademark
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.278,0.722,0,so cool
0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,game
0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,you
0.0,3.0,9.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,5,fun fun fun
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,awsom
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,a.m.a.z.i.n.g
0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,adictive
0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,best
0.0,1.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,jdhdhdudjd
0.0,3.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1,i don't know
0.0,2.0,14.0,8.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0,camille charles
0.0,3.0,9.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7,just a test
0.0,6.0,18.0,13.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,7,i have not tried it yet
0.0,3.0,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.32299999999999995,0.677,5,i love you
0.0,3.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.358,0.642,5,it very fun
0.0,3.0,9.0,4.0,2.0,1.0,1.0,0.0,0.0,0.408,0.5920000000000001,5,good so far
0.0,3.0,13.0,10.0,1.0,0.0,0.0,0.0,0.0,0.47600000000000003,0.524,5,yep that's right
0.0,3.0,14.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,dibs on prohayas!
0.0,2.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7,about sord
0.0,4.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,0.545,0.455,5,i like to clate
0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,pok
0.0,1.0,64.0,61.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,coooooooooooooooooooooooooooooooooooooolllllllllllllllllllllllll
0.0,3.0,34.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,ilove it ahahaahhhhhhhhhhhhhhhhhhhhh
0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,jshdjdnbdbd
0.0,7.0,20.0,12.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0,how do you get in the game
0.0,2.0,7.0,4.0,0.0,2.0,1.0,0.0,0.0,0.23800000000000002,0.762,5,so funny
0.0,3.0,10.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0,got dem back
0.0,3.0,18.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,alvaro escobar bravo
0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,arising
0.0,5.0,15.0,10.0,1.0,1.0,1.0,0.0,0.257,0.405,0.33799999999999997,6,forget it i like it
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,hi
0.0,3.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0,0.135,0.865,5,super like it
0.0,1.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,josewejsd
0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,good
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.278,0.722,0,so cool
0.0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.444,0.556,5,i like it
0.0,2.0,22.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,luke1andrew1 magimobile
0.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.192,0.8079999999999999,5,best son
0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,hard
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,38
0.0,1.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,codygillespie405
0.0,5.0,16.0,10.0,1.0,4.0,0.0,0.0,0.0,0.5720000000000001,0.428,5,this game is so cool
0.0,4.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.445,0.555,5,it is so good
0.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.7140000000000001,5,like it
0.0,3.0,12.0,11.0,2.0,1.0,0.0,0.0,0.0,0.455,0.545,5,very well done.
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,e
0.0,2.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.256,0.7440000000000001,5,it's good
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.23800000000000002,0.762,5,so good
0.0,2.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.196,0.804,5,amazing game!
0.0,4.0,12.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,this app is rad
0.0,4.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.445,0.555,5,it is so good
0.0,3.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,best game ever
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,mg
0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,awsome
0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,awsome
0.0,3.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.408,0.5920000000000001,5,it is good
0.0,3.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.435,0.565,0,its so cool
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,2.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.278,0.722,5,really cool
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,3.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,0.377,0.623,5,lots of fun
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.278,0.722,0,so cool
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,magical
0.0,4.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0,0.508,0.49200000000000005,5,i it is good
0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,cool
0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.677,5,i love it
0.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.278,0.722,0,so cool
0.0,2.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,0.256,0.7440000000000001,5,good game
0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.196,0.804,5,great app
0.0,1.0,16.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3/43/43/43/43/43/43/43/4
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,great
0.0,2.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.204,0.7959999999999999,5,loved it
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,cool
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.192,0.8079999999999999,5,love it
0.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,awesome!!!!!!!!!!!
0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,awesome
